"Item type","Authors","Title","Journal","Full journal","Publication year","Volume","Issue","Pages","Folders filed in","Publisher","Date published","Date accessed","ISSN","ISSN (alt.)","URLs","DOI","PMID","PMC ID","Abstract","Keywords","Notes","Copyright","Language","Sub-type"
"Review","Saitou M","Mammalian germ cell development: From mechanism to in vitro reconstitution","Stem Cell Reports","Stem cell reports","2021","16","4","669-680","Imai_Ozaki-lab/Review_iPSC_differentiation","Elsevier BV","2021-04-13","2025-05-01","2213-6711","","http://dx.doi.org/10.1016/j.stemcr.2021.01.008;https://linkinghub.elsevier.com/retrieve/pii/S2213671121000382;https://pubmed.ncbi.nlm.nih.gov/33577794/;https://www.ncbi.nlm.nih.gov/pubmed/33577794;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8072030","10.1016/j.stemcr.2021.01.008","33577794","PMC8072030","The germ cell lineage gives rise to totipotency and perpetuates and diversifies genetic as well as epigenetic information. Specifically, germ cells undergo epigenetic reprogramming/programming, replicate genetic information with high fidelity, and create genetic diversity through meiotic recombination. Driven by advances in our understanding of the mechanisms underlying germ cell development and stem cell/reproductive technologies, research over the past 2 decades has culminated in the in vitro reconstitution of mammalian germ cell development: mouse pluripotent stem cells (PSCs) can now be induced into primordial germ cell-like cells (PGCLCs) and then differentiated into fully functional oocytes and spermatogonia, and human PSCs can be induced into PGCLCs and into early oocytes and prospermatogonia with epigenetic reprogramming. Here, I provide my perspective on the key investigations that have led to the in vitro reconstitution of mammalian germ cell development, which will be instrumental in exploring salient themes in germ cell biology and, with further refinements/extensions, in developing innovative medical applications.","embryonic stem cells; epigenetic reprogramming; germ cells; human; induced pluripotent stem cells; mouse; primordial germ cell-like cells; specification","","http://creativecommons.org/licenses/by-nc-nd/4.0/","en","Review"
"Review","Wang L,Ye Z,Jang YY","Convergence of human pluripotent stem cell, organoid, and genome editing technologies","Exp. Biol. Med. (Maywood)","Experimental biology and medicine (Maywood, N.J.)","2021","246","7","861-875","Imai_Ozaki-lab/Review_iPSC_differentiation","SAGE Publications","2021-04","2025-05-01","1535-3699","1535-3702","http://dx.doi.org/10.1177/1535370220985808;https://www.ebm-journal.org/journals/experimental-biology-and-medicine/articles/10.1177/1535370220985808;https://pubmed.ncbi.nlm.nih.gov/33467883/;https://www.ncbi.nlm.nih.gov/pubmed/33467883;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8719032","10.1177/1535370220985808","33467883","PMC8719032","The last decade has seen many exciting technological breakthroughs that greatly expanded the toolboxes for biological and biomedical research, yet few have had more impact than induced pluripotent stem cells and modern-day genome editing. These technologies are providing unprecedented opportunities to improve physiological relevance of experimental models, further our understanding of developmental processes, and develop novel therapies. One of the research areas that benefit greatly from these technological advances is the three-dimensional human organoid culture systems that resemble human tissues morphologically and physiologically. Here we summarize the development of human pluripotent stem cells and their differentiation through organoid formation. We further discuss how genetic modifications, genome editing in particular, were applied to answer basic biological and biomedical questions using organoid cultures of both somatic and pluripotent stem cell origins. Finally, we discuss the potential challenges of applying human pluripotent stem cell and organoid technologies for safety and efficiency evaluation of emerging genome editing tools.","CRISPR; Pluripotent stem cells; disease models; genome editing; organoid","","","en","Review"
"Review","Lewis A,Keshara R,Kim YH,Grapin-Botton A","Self-organization of organoids from endoderm-derived cells","J. Mol. Med.","Journal of molecular medicine","2021","99","4","449-462","Imai_Ozaki-lab/Review_iPSC_differentiation","Springer Science and Business Media LLC","2021-04","2025-05-01","1432-1440","0946-2716","http://dx.doi.org/10.1007/s00109-020-02010-w;http://link.springer.com/10.1007/s00109-020-02010-w;https://pubmed.ncbi.nlm.nih.gov/33221939/;https://www.ncbi.nlm.nih.gov/pubmed/33221939;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8026476","10.1007/s00109-020-02010-w","33221939","PMC8026476","Organoids constitute biological systems which are used to model organ development, homeostasis, regeneration, and disease in vitro and hold promise for use in therapy. Reflecting in vivo development, organoids form from tissue cells or pluripotent stem cells. Cues provided from the media and individual cells promote self-organization of these uniform starting cells into a structure, with emergent differentiated cells, morphology, and often functionality that resemble the tissue of origin. Therefore, organoids provide a complement to two-dimensional in vitro culture and in vivo animal models of development, providing the experimental control and flexibility of in vitro methods with the three-dimensional context of in vivo models, with fewer ethical restraints than human or animal work. However, using organoids, we are only just beginning to understand on the cellular level how the external conditions and signaling between individual cells promote the emergence of cells and structures. In this review, we focus specifically on organoids derived from endodermal tissues: the starting conditions of the cells, signaling mechanisms, and external media that allow the emergence of higher order self-organization.","Emergence; Intestine; Liver; Lungs; Pancreas; Prostate","","https://creativecommons.org/licenses/by/4.0","en","Review"
"Review","Hwang Y,Hidalgo D,Socolovsky M","The shifting shape and functional specializations of the cell cycle during lineage development","WIREs Mech. Dis.","WIREs mechanisms of disease","2021","13","2","e1504","Imai_Ozaki-lab/Review_iPSC_differentiation","Wiley","2021-03","2025-05-01","2692-9368","","http://dx.doi.org/10.1002/wsbm.1504;https://wires.onlinelibrary.wiley.com/doi/10.1002/wsbm.1504;https://pubmed.ncbi.nlm.nih.gov/32916032/;https://www.ncbi.nlm.nih.gov/pubmed/32916032;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9004340","10.1002/wsbm.1504","32916032","PMC9004340","Essentially all cell cycling in multicellular organisms in vivo takes place in the context of lineage differentiation. This notwithstanding, the regulation of the cell cycle is often assumed to be generic, independent of tissue or developmental stage. Here we review developmental-stage-specific cell cycle adaptations that may influence developmental decisions, in mammalian erythropoiesis and in other lineages. The length of the cell cycle influences the balance between self-renewal and differentiation in multiple tissues, and may determine lineage fate. Shorter cycles contribute to the efficiency of reprogramming somatic cells into induced pluripotency stem cells and help maintain the pluripotent state. While the plasticity of G1 length is well established, the speed of S phase is emerging as a novel regulated parameter that may influence cell fate transitions in the erythroid lineage, in neural tissue and in embryonic stem cells. A slow S phase may stabilize the self-renewal state, whereas S phase shortening may favor a cell fate change. In the erythroid lineage, functional approaches and single-cell RNA-sequencing show that a key transcriptional switch, at the transition from self-renewal to differentiation, is synchronized with and dependent on S phase. This specific S phase is shorter, as a result of a genome-wide increase in the speed of replication forks. Furthermore, there is progressive shortening in G1 in the period preceding this switch. Together these studies suggest an integrated regulatory landscape of the cycle and differentiation programs, where cell cycle adaptations are controlled by, and in turn feed back on, the propagation of developmental trajectories. This article is categorized under: Congenital Diseases > Stem Cells and Development.","erythropoiesis, cell cycle; hematopoiesis; single-cell RNA-sequencing","","http://onlinelibrary.wiley.com/termsAndConditions#vor","en","Review"
"Review","Li D,Shu X,Zhu P,Pei D","Chromatin accessibility dynamics during cell fate reprogramming","EMBO Rep.","EMBO reports","2021","22","2","e51644","Imai_Ozaki-lab/Review_iPSC_differentiation","EMBO","2021-02-03","2025-05-01","1469-3178","1469-221X","http://dx.doi.org/10.15252/embr.202051644;https://www.embopress.org/doi/10.15252/embr.202051644;https://pubmed.ncbi.nlm.nih.gov/33480184/;https://www.ncbi.nlm.nih.gov/pubmed/33480184;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7857421","10.15252/embr.202051644","33480184","PMC7857421","Genome architecture and chromatin dynamics govern the fate and identify of a cell. Recent advances in mapping chromatin landscapes offer valuable tools for the acquisition of accurate information regarding chromatin dynamics. Here we discuss recent findings linking chromatin dynamics to cell fate control. Specifically, chromatin undergoes a binary off/on switch during iPSC reprogramming, closing and opening loci occupied by somatic and pluripotency transcription factors, respectively. This logic of a binary off/on switch may also be operational in cell fate control during normal development and implies that further approaches could potentially be developed to direct cell fate changes both in vitro and in vivo.","chromatin dynamics; reprogramming; stem cell","","http://creativecommons.org/licenses/by-nc-nd/4.0/","en","Review"
"Review","Kaitsuka T,Hakim F","Response of pluripotent stem cells to environmental stress and its application for directed differentiation","Biology (Basel)","Biology","2021","10","2","84","Imai_Ozaki-lab/Review_iPSC_differentiation","MDPI AG","2021-01-23","2025-05-01","2079-7737","","http://dx.doi.org/10.3390/biology10020084;https://www.mdpi.com/2079-7737/10/2/84;https://pubmed.ncbi.nlm.nih.gov/33498611/;https://www.ncbi.nlm.nih.gov/pubmed/33498611;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7912122","10.3390/biology10020084","33498611","PMC7912122","Pluripotent stem cells have unique characteristics compared to somatic cells. In this review, we summarize the response to environmental stresses (hypoxic, oxidative, thermal, and mechanical stresses) in embryonic stem cells (ESCs) and their applications in the differentiation methods directed to specific lineages. Those stresses lead to activation of each specific transcription factor followed by the induction of downstream genes, and one of them regulates lineage specification. In short, hypoxic stress promotes the differentiation of ESCs to mesodermal lineages via HIF-1α activation. Concerning mechanical stress, high stiffness tends to promote mesodermal differentiation, while low stiffness promotes ectodermal differentiation via the modulation of YAP1. Furthermore, each step in the same lineage differentiation favors each appropriate stiffness of culture plate; for example, definitive endoderm favors high stiffness, while pancreatic progenitor favors low stiffness during pancreatic differentiation of human ESCs. Overall, treatments utilizing those stresses have no genotoxic or carcinogenic effects except oxidative stress; therefore, the differentiated cells are safe and could be useful for cell replacement therapy. In particular, the effect of mechanical stress on differentiation is becoming attractive for the field of regenerative medicine. Therefore, the development of a stress-mediated differentiation protocol is an important matter for the future.","differentiation; embryonic stem cells; hypoxic stress; induced pluripotent stem cells; mechanical stress; oxidative stress; stress response; thermal stress","","https://creativecommons.org/licenses/by/4.0/","en","Review"
"Review","Uchida S","Messenger RNA for cell editing -disease treatment and cell transplantation using pro-survival mRNA","Yakugaku Zasshi","Yakugaku zasshi: Journal of the Pharmaceutical Society of Japan","2021","141","5","655-659","Imai_Ozaki-lab/Review_iPSC_differentiation","Yakugaku Zasshi","2021","2025-05-01","1347-5231","0031-6903","http://dx.doi.org/10.1248/yakushi.20-00219-5;https://www.jstage.jst.go.jp/article/yakushi/141/5/141_20-00219-5/_article/-char/ja/;https://pubmed.ncbi.nlm.nih.gov/33952747/;https://www.ncbi.nlm.nih.gov/pubmed/33952747","10.1248/yakushi.20-00219-5","33952747","","Vigorous efforts are being made to manipulate cellular functions in a desirable manner for biomedical purposes. Recent advances in platform technologies have made cell editing achievable; this includes generation of induced pluripotent stem cells and chimeric antigen receptor T cells, as well as direct cell reprogramming. mRNA, as compared to DNA, is an excellent tool for potentiating cell editing technologies, owing to its distinct properties in gene introduction. Herein, hepatocytes were edited ex vivo and in vivo, by introducing pro-survival mRNA, to be resistant to cell death. DNA-based introduction of pro-survival gene poses safety concerns due to its genomic integration, as prolonged and uncontrolled expression of pro-survival proteins after the integration may promote cancer. In contrast, mRNA lacks such a risk. Moreover, mRNA-based introduction of Bcl-2, a pro-survival factor, was more effective in preventing the death of cultured hepatocytes than Bcl-2 plasmid DNA (pDNA) introduction. Mechanistically, mRNA induced protein expression in a larger percentage of the hepatocytes compared to pDNA, presumably because the process of pDNA nuclear entry in transfection is challenging. In hepatocyte transplantation to mouse liver, ex vivo introduction of Bcl-2 mRNA significantly improved the engraftment efficiency of the hepatocytes, leading to successful functional support of the liver in a mouse model of chronic hepatitis. Furthermore, in vivo administration of Bcl-2 mRNA exhibited an anti-apoptotic effect on the hepatocytes of a mouse model of fulminant hepatitis. These results demonstrate the potential advantages of mRNA introduction over DNA introduction in cell editing.","cell editing; cell transplantation; fulminant hepatitis; hepatocyte; mRNA therapeutics; pro-survival factor","","","ja","Review"
"Review","Halliwell J,Barbaric I,Andrews PW","Acquired genetic changes in human pluripotent stem cells: origins and consequences","Nat. Rev. Mol. Cell Biol.","Nature reviews. Molecular cell biology","2020","21","12","715-728","Imai_Ozaki-lab/Review_iPSC_differentiation","Springer Science and Business Media LLC","2020-12","2025-05-01","1471-0080","1471-0072","http://dx.doi.org/10.1038/s41580-020-00292-z;https://www.nature.com/articles/s41580-020-00292-z;https://pubmed.ncbi.nlm.nih.gov/32968234/;https://www.ncbi.nlm.nih.gov/pubmed/32968234","10.1038/s41580-020-00292-z","32968234","","In the 20 years since human embryonic stem cells, and subsequently induced pluripotent stem cells, were first described, it has become apparent that during long-term culture these cells (collectively referred to as 'pluripotent stem cells' (PSCs)) can acquire genetic changes, which commonly include gains or losses of particular chromosomal regions, or mutations in certain cancer-associated genes, especially TP53. Such changes raise concerns for the safety of PSC-derived cellular therapies for regenerative medicine. Although acquired genetic changes may not be present in a cell line at the start of a research programme, the low sensitivity of current detection methods means that mutations may be difficult to detect if they arise but are present in only a small proportion of the cells. In this Review, we discuss the types of mutations acquired by human PSCs and the mechanisms that lead to their accumulation. Recent work suggests that the underlying mutation rate in PSCs is low, although they also seem to be particularly susceptible to genomic damage. This apparent contradiction can be reconciled by the observations that, in contrast to somatic cells, PSCs are programmed to die in response to genomic damage, which may reflect the requirements of early embryogenesis. Thus, the common genetic variants that are observed are probably rare events that give the cells with a selective growth advantage.","","","","en","Review"
"Review","McElhinney JMWR,Hasan A,Sajini AA","The epitranscriptome landscape of small noncoding RNAs in stem cells","Stem Cells","Stem cells (Dayton, Ohio)","2020","38","10","1216-1228","Imai_Ozaki-lab/Review_iPSC_differentiation","Oxford University Press (OUP)","2020-10-01","2025-05-01","1549-4918","1066-5099","http://dx.doi.org/10.1002/stem.3233;https://academic.oup.com/stmcls/article/38/10/1216/6409274;https://pubmed.ncbi.nlm.nih.gov/32598085/;https://www.ncbi.nlm.nih.gov/pubmed/32598085;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7586957","10.1002/stem.3233","32598085","PMC7586957","Stem cells (SCs) are unique cells that have an inherent ability to self-renew or differentiate. Both fate decisions are strongly regulated at the molecular level via intricate signaling pathways. The regulation of signaling networks promoting self-renewal or differentiation was thought to be largely governed by the action of transcription factors. However, small noncoding RNAs (ncRNAs), such as vault RNAs, and their post-transcriptional modifications (the epitranscriptome) have emerged as additional regulatory layers with essential roles in SC fate decisions. RNA post-transcriptional modifications often modulate RNA stability, splicing, processing, recognition, and translation. Furthermore, modifications on small ncRNAs allow for dual regulation of RNA activity, at both the level of biogenesis and RNA-mediated actions. RNA post-transcriptional modifications act through structural alterations and specialized RNA-binding proteins (RBPs) called writers, readers, and erasers. It is through SC-context RBPs that the epitranscriptome coordinates specific functional roles. Small ncRNA post-transcriptional modifications are today exploited by different mechanisms to facilitate SC translational studies. One mechanism readily being studied is identifying how SC-specific RBPs of small ncRNAs regulate fate decisions. Another common practice of using the epitranscriptome for regenerative applications is using naturally occurring post-transcriptional modifications on synthetic RNA to generate induced pluripotent SCs. Here, we review exciting insights into how small ncRNA post-transcriptional modifications control SC fate decisions in development and disease. We hope, by illustrating how essential the epitranscriptome and their associated proteome are in SCs, they would be considered as novel tools to propagate SCs for regenerative medicine.","adult stem cells; cancer stem cells; epigenetics; epitranscriptome; microRNAs; noncoding RNAs","","http://creativecommons.org/licenses/by-nc/4.0/","en","Review"
"Review","De Masi C,Spitalieri P,Murdocca M,Novelli G,Sangiuolo F","Application of CRISPR/Cas9 to human-induced pluripotent stem cells: from gene editing to drug discovery","Hum. Genomics","Human genomics","2020","14","1","25","Imai_Ozaki-lab/Review_iPSC_differentiation","Springer Science and Business Media LLC","2020-06-26","2025-05-01","1479-7364","1473-9542","http://dx.doi.org/10.1186/s40246-020-00276-2;https://humgenomics.biomedcentral.com/articles/10.1186/s40246-020-00276-2;https://pubmed.ncbi.nlm.nih.gov/32591003/;https://www.ncbi.nlm.nih.gov/pubmed/32591003;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7318728","10.1186/s40246-020-00276-2","32591003","PMC7318728","Human-induced pluripotent stem cells (hiPSCs) and CRISPR/Cas9 gene editing system represent two instruments of basic and translational research, which both allow to acquire deep insight about the molecular bases of many diseases but also to develop pharmacological research.This review is focused to draw up the latest technique of gene editing applied on hiPSCs, exploiting some of the genetic manipulation directed to the discovery of innovative therapeutic strategies. There are many expediencies provided by the use of hiPSCs, which can represent a disease model clinically relevant and predictive, with a great potential if associated to CRISPR/Cas9 technology, a gene editing tool powered by ease and precision never seen before.Here, we describe the possible applications of CRISPR/Cas9 to hiPSCs: from drug development to drug screening and from gene therapy to the induction of the immunological response to specific virus infection, such as HIV and SARS-Cov-2.","CRISPR/Cas9; Drug discovery; Gene editing; Gene therapy; HIV and SARS-Cov-2 infection; Human-induced pluripotent stem cells (hiPSCs)","","https://creativecommons.org/licenses/by/4.0","en","Review"
"Review","Sharma A,Sances S,Workman MJ,Svendsen CN","Multi-lineage human iPSC-derived platforms for disease modeling and drug discovery","Cell Stem Cell","Cell stem cell","2020","26","3","309-329","Imai_Ozaki-lab/Review_iPSC_differentiation","Elsevier BV","2020-03-05","2025-05-01","1875-9777","1934-5909","http://dx.doi.org/10.1016/j.stem.2020.02.011;https://linkinghub.elsevier.com/retrieve/pii/S1934590920300643;https://pubmed.ncbi.nlm.nih.gov/32142662/;https://www.ncbi.nlm.nih.gov/pubmed/32142662;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159985","10.1016/j.stem.2020.02.011","32142662","PMC7159985","Human induced pluripotent stem cells (hiPSCs) provide a powerful platform for disease modeling and have unlocked new possibilities for understanding the mechanisms governing human biology, physiology, and genetics. However, hiPSC-derivatives have traditionally been utilized in two-dimensional monocultures, in contrast to the multi-systemic interactions that influence cells in the body. We will discuss recent advances in generating more complex hiPSC-based systems using three-dimensional organoids, tissue-engineering, microfluidic organ-chips, and humanized animal systems. While hiPSC differentiation still requires optimization, these next-generation multi-lineage technologies can augment the biomedical researcher's toolkit and enable more realistic models of human tissue function.","","","http://www.elsevier.com/open-access/userlicense/1.0/","en","Review"
"Review","Liu G,David BT,Trawczynski M,Fessler RG","Advances in pluripotent stem cells: History, mechanisms, technologies, and applications","Stem Cell Rev Rep","Stem cell reviews and reports","2020","16","1","3-32","Imai_Ozaki-lab/Review_iPSC_differentiation","Springer Science and Business Media LLC","2020-02","2025-05-01","2629-3277","2629-3277","http://dx.doi.org/10.1007/s12015-019-09935-x;https://link.springer.com/10.1007/s12015-019-09935-x;https://pubmed.ncbi.nlm.nih.gov/31760627/;https://www.ncbi.nlm.nih.gov/pubmed/31760627;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6987053","10.1007/s12015-019-09935-x","31760627","PMC6987053","Over the past 20 years, and particularly in the last decade, significant developmental milestones have driven basic, translational, and clinical advances in the field of stem cell and regenerative medicine. In this article, we provide a systemic overview of the major recent discoveries in this exciting and rapidly developing field. We begin by discussing experimental advances in the generation and differentiation of pluripotent stem cells (PSCs), next moving to the maintenance of stem cells in different culture types, and finishing with a discussion of three-dimensional (3D) cell technology and future stem cell applications. Specifically, we highlight the following crucial domains: 1) sources of pluripotent cells; 2) next-generation in vivo direct reprogramming technology; 3) cell types derived from PSCs and the influence of genetic memory; 4) induction of pluripotency with genomic modifications; 5) construction of vectors with reprogramming factor combinations; 6) enhancing pluripotency with small molecules and genetic signaling pathways; 7) induction of cell reprogramming by RNA signaling; 8) induction and enhancement of pluripotency with chemicals; 9) maintenance of pluripotency and genomic stability in induced pluripotent stem cells (iPSCs); 10) feeder-free and xenon-free culture environments; 11) biomaterial applications in stem cell biology; 12) three-dimensional (3D) cell technology; 13) 3D bioprinting; 14) downstream stem cell applications; and 15) current ethical issues in stem cell and regenerative medicine. This review, encompassing the fundamental concepts of regenerative medicine, is intended to provide a comprehensive portrait of important progress in stem cell research and development. Innovative technologies and real-world applications are emphasized for readers interested in the exciting, promising, and challenging field of stem cells and those seeking guidance in planning future research direction.","Advances; Applications; Stem Cells; Technologies","","https://creativecommons.org/licenses/by/4.0","en","Review"
"Review","Haridhasapavalan KK,Raina K,Dey C,Adhikari P,Thummer RP","An insight into reprogramming barriers to iPSC generation","Stem Cell Rev Rep","Stem cell reviews and reports","2020","16","1","56-81","Imai_Ozaki-lab/Review_iPSC_differentiation","Springer Science and Business Media LLC","2020-02","2025-05-01","2629-3277","2629-3277","http://dx.doi.org/10.1007/s12015-019-09931-1;http://link.springer.com/10.1007/s12015-019-09931-1;https://pubmed.ncbi.nlm.nih.gov/31758374/;https://www.ncbi.nlm.nih.gov/pubmed/31758374","10.1007/s12015-019-09931-1","31758374","","Derivation of induced Pluripotent Stem Cells (iPSCs) by reprogramming somatic cells to a pluripotent state has revolutionized stem cell research. Ensuing this, various groups have used genetic and non-genetic approaches to generate iPSCs from numerous cell types. However, achieving a pluripotent state in most of the reprogramming studies is marred by serious limitations such as low reprogramming efficiency and slow kinetics. These limitations are mainly due to the presence of potent barriers that exist during reprogramming when a mature cell is coaxed to achieve a pluripotent state. Several studies have revealed that intrinsic factors such as non-optimal stoichiometry of reprogramming factors, specific signaling pathways, cellular senescence, pluripotency-inhibiting transcription factors and microRNAs act as a roadblock. In addition, the epigenetic state of somatic cells and specific epigenetic modifications that occur during reprogramming also remarkably impede the generation of iPSCs. In this review, we present a comprehensive overview of the barriers that inhibit reprogramming and the understanding of which will pave the way to develop safe strategies for efficient reprogramming.","Cell reprogramming; Epigenetics; Reprogramming barriers/roadblocks; Transcription factors; induced Pluripotent Stem Cells","","","en","Review"
"Review","Guo NN,Liu LP,Zheng YW,Li YM","Inducing human induced pluripotent stem cell differentiation through embryoid bodies: A practical and stable approach","World J. Stem Cells","World journal of stem cells","2020","12","1","25-34","Imai_Ozaki-lab/Review_iPSC_differentiation","Baishideng Publishing Group Inc.","2020-01-26","2025-05-01","1948-0210","","http://dx.doi.org/10.4252/wjsc.v12.i1.25;https://www.wjgnet.com/1948-0210/full/v12/i1/25.htm;https://pubmed.ncbi.nlm.nih.gov/32110273/;https://www.ncbi.nlm.nih.gov/pubmed/32110273;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7031760","10.4252/wjsc.v12.i1.25","32110273","PMC7031760","Human induced pluripotent stem cells (hiPSCs) are invaluable resources for producing high-quality differentiated cells in unlimited quantities for both basic research and clinical use. They are particularly useful for studying human disease mechanisms in vitro by making it possible to circumvent the ethical issues of human embryonic stem cell research. However, significant limitations exist when using conventional flat culturing methods especially concerning cell expansion, differentiation efficiency, stability maintenance and multicellular 3D structure establishment, differentiation prediction. Embryoid bodies (EBs), the multicellular aggregates spontaneously generated from iPSCs in the suspension system, might help to address these issues. Due to the unique microenvironment and cell communication in EB structure that a 2D culture system cannot achieve, EBs have been widely applied in hiPSC-derived differentiation and show significant advantages especially in scaling up culturing, differentiation efficiency enhancement, ex vivo simulation, and organoid establishment. EBs can potentially also be used in early prediction of iPSC differentiation capability. To improve the stability and feasibility of EB-mediated differentiation and generate high quality EBs, critical factors including iPSC pluripotency maintenance, generation of uniform morphology using micro-pattern 3D culture systems, proper cellular density inoculation, and EB size control are discussed on the basis of both published data and our own laboratory experiences. Collectively, the production of a large quantity of homogeneous EBs with high quality is important for the stability and feasibility of many PSCs related studies.","Committed differentiation; Early prediction; Embryoid body; Heterogeneity; Induced pluripotent stem cells; Quality control; Scaling-up; Suspension culture; Three-dimensional culture","","","en","Review"
